NDB_No,Nutr_No,DataSrc_ID,FoodNo,Food_Detail_Desc,Nutr_Val,Std_Dev,Num_Data_Pts,Sam Hand_Rtg,AnalMeth_Rtg,SampPlan_Rtg,AnalQC_Rtg,NumSamp_QC,CC
16108,710,6,5,"Soybeans, cv Holladay, USDA brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",179.86,,3,14,5,9,0,6,C
16108,711,6,5,"Soybeans, cv Holladay, USDA brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",172.6,,3,14,5,9,0,6,C
16108,712,6,5,"Soybeans, cv Holladay, USDA brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",22.9,,3,14,5,9,0,6,C
16108,713,6,5,"Soybeans, cv Holladay, USDA brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",375.36,,3,14,5,9,0,6,C
16108,710,6,6,"Soybeans, cv Manokin, U. of  MD brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",164.14,,3,14,5,9,0,6,C
16108,711,6,6,"Soybeans, cv Manokin, U. of  MD brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",147.92,,3,14,5,9,0,6,C
16108,712,6,6,"Soybeans, cv Manokin, U. of  MD brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",19.87,,3,14,5,9,0,6,C
16108,713,6,6,"Soybeans, cv Manokin, U. of  MD brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",331.93,,3,14,5,9,0,6,C
16108,710,6,7,"Soybeans, cv 7403nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",75.68,,3,14,5,9,0,6,C
16108,711,6,7,"Soybeans, cv 7403nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",107.67,,3,14,5,9,0,6,C
16108,712,6,7,"Soybeans, cv 7403nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",30.56,,3,14,5,9,0,6,C
16108,713,6,7,"Soybeans, cv 7403nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",213.92,,3,14,5,9,0,6,C
16108,710,6,8,"Soybeans, cv 7440nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",105.55,,3,14,5,9,0,6,C
16108,711,6,8,"Soybeans, cv 7440nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",105.89,,3,14,5,9,0,6,C
16108,712,6,8,"Soybeans, cv 7440nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",39.38,,3,14,5,9,0,6,C
16108,713,6,8,"Soybeans, cv 7440nRR, UniSouth brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",250.81,,3,14,5,9,0,6,C
16108,710,6,9,"Soybeans, cv AG 4502 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",71.99,,3,14,5,9,0,6,C
16108,711,6,9,"Soybeans, cv AG 4502 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",80.39,,3,14,5,9,0,6,C
16108,712,6,9,"Soybeans, cv AG 4502 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",24.54,,3,14,5,9,0,6,C
16108,713,6,9,"Soybeans, cv AG 4502 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",176.92,,3,14,5,9,0,6,C
16108,710,6,10,"Soybeans, cv AG 5501 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",136.31,,3,14,5,9,0,6,C
16108,711,6,10,"Soybeans, cv AG 5501 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",120.94,,3,14,5,9,0,6,C
16108,712,6,10,"Soybeans, cv AG 5501 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",20.36,,3,14,5,9,0,6,C
16108,713,6,10,"Soybeans, cv AG 5501 (RR), Asgrow brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",277.61,,3,14,5,9,0,6,C
16108,710,6,11,"Soybeans, cv HBK R 4920 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",73.18,,3,14,5,9,0,6,C
16108,711,6,11,"Soybeans, cv HBK R 4920 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",93.66,,3,14,5,9,0,6,C
16108,712,6,11,"Soybeans, cv HBK R 4920 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",23.03,,3,14,5,9,0,6,C
16108,713,6,11,"Soybeans, cv HBK R 4920 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 loations in TN",189.87,,3,14,5,9,0,6,C
16108,710,6,12,"Soybeans, cv RT 4809 (RR), Morsoy brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",57.28,,3,14,5,9,0,6,C
16108,711,6,12,"Soybeans, cv RT 4809 (RR), Morsoy brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",72.55,,3,14,5,9,0,6,C
16108,712,6,12,"Soybeans, cv RT 4809 (RR), Morsoy brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",20.82,,3,14,5,9,0,6,C
16108,713,6,12,"Soybeans, cv RT 4809 (RR), Morsoy brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",150.65,,3,14,5,9,0,6,C
16108,710,6,13,"Soybeans, cv TVX 49R2Y4 (RR), Terral brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",13.16,,3,14,5,9,0,6,C
16108,711,6,13,"Soybeans, cv TVX 49R2Y4 (RR), Terral brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",76.69,,3,14,5,9,0,6,C
16108,712,6,13,"Soybeans, cv TVX 49R2Y4 (RR), Terral brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",16.41,,3,14,5,9,0,6,C
16108,713,6,13,"Soybeans, cv TVX 49R2Y4 (RR), Terral brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",106.26,,3,14,5,9,0,6,C
16108,710,6,14,"Soybeans, cv 95B43 (RR), Pioneer brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",100.84,,3,14,5,9,0,6,C
16108,711,6,14,"Soybeans, cv 95B43 (RR), Pioneer brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",125.84,,3,14,5,9,0,6,C
16108,712,6,14,"Soybeans, cv 95B43 (RR), Pioneer brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",22.42,,3,14,5,9,0,6,C
16108,713,6,14,"Soybeans, cv 95B43 (RR), Pioneer brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",249.09,,3,14,5,9,0,6,C
16108,710,6,15,"Soybeans, cv DP 5414 (RR), Deltapiner brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",152.93,,3,14,5,9,0,6,C
16108,711,6,15,"Soybeans, cv DP 5414 (RR), Deltapiner brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",126.85,,3,14,5,9,0,6,C
16108,712,6,15,"Soybeans, cv DP 5414 (RR), Deltapiner brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",18.01,,3,14,5,9,0,6,C
16108,713,6,15,"Soybeans, cv DP 5414 (RR), Deltapiner brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",297.8,,3,14,5,9,0,6,C
16108,710,6,16,"Soybeans, cv HBK R 5823 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",156.44,,3,14,5,9,0,6,C
16108,711,6,16,"Soybeans, cv HBK R 5823 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",147.19,,3,14,5,9,0,6,C
16108,712,6,16,"Soybeans, cv HBK R 5823 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",22.51,,3,14,5,9,0,6,C
16108,713,6,16,"Soybeans, cv HBK R 5823 (RR), Hombeck brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",326.13,,3,14,5,9,0,6,C
16108,710,6,17,"Soybeans, cv S 57-P1 (RR), N. K. brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",150.41,,3,14,5,9,0,6,C
16108,711,6,17,"Soybeans, cv S 57-P1 (RR), N. K. brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",160.51,,3,14,5,9,0,6,C
16108,712,6,17,"Soybeans, cv S 57-P1 (RR), N. K. brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",29.22,,3,14,5,9,0,6,C
16108,713,6,17,"Soybeans, cv S 57-P1 (RR), N. K. brand, conventional type, mean of 3 locations, Iowa & 2 locations in TN26",340.14,,3,14,5,9,0,6,C
16108,710,8,1,"Soybeans, raw",20.07652,,3,14,7,2,0,6,C
16108,711,8,1,"Soybeans, raw",23.9875,,3,14,7,2,0,6,C
16108,713,8,1,"Soybeans, raw",44.06402,,3,14,7,2,0,6,C
16108,710,9,1,"Soybeans, raw, modern cultivars, grown at the Crop resaerch Station, Suwon, Korea. (Modern cultivars)",56.32,5.62479,20,14,9.1,2,0,20,C
16108,711,9,1,"Soybeans, raw, modern cultivars, grown at the Crop resaerch Station, Suwon, Korea. (Modern cultivars)",59.44,5.551622,20,14,9.1,2,0,20,C
16108,713,9,1,"Soybeans, raw, modern cultivars, grown at the Crop resaerch Station, Suwon, Korea. (Modern cultivars)",115.76,,20,14,9.1,2,0,20,C
16108,710,9,2,"Soybeans, raw, Landraces, grown at the Crop resaerch Station, Suwon, Korea. (Landraces)",59.19,2.368814,53,14,9.1,2,0,20,C
16108,711,9,2,"Soybeans, raw, Landraces, grown at the Crop resaerch Station, Suwon, Korea. (Landraces)",55.08,2.734654,53,14,9.1,2,0,20,C
16108,713,9,2,"Soybeans, raw, Landraces, grown at the Crop resaerch Station, Suwon, Korea. (Landraces)",114.27,,53,14,9.1,2,0,20,C
16108,710,9,3,"Soybeans, raw, wild species, grown at the Crop resaerch Station, Suwon, Korea. (Wild species)",72.89,8.085064,10,14,9.1,2,0,17,C
16108,711,9,3,"Soybeans, raw, wild species, grown at the Crop resaerch Station, Suwon, Korea. (Wild species)",66.94,4.371788,10,14,9.1,2,0,17,C
16108,713,9,3,"Soybeans, raw, wild species, grown at the Crop resaerch Station, Suwon, Korea. (Wild species)",139.83,,10,14,9.1,2,0,17,C
16108,710,9,4,"Soybeans, raw, from North Korea",56.98,10.261812,11,14,9.1,2,0,18,C
16108,711,9,4,"Soybeans, raw, from North Korea",60.72,9.210022,11,14,9.1,2,0,18,C
16108,713,9,4,"Soybeans, raw, from North Korea",117.7,,11,14,9.1,2,0,18,C
16108,710,9,5,"Soybeans, raw, from China",24.4,9.484402,9,14,9.1,2,0,16,C
16108,711,9,5,"Soybeans, raw, from China",53.27,6.429638,9,14,9.1,2,0,16,C
16108,713,9,5,"Soybeans, raw, from China",77.67,,9,14,9.1,2,0,16,C
16108,710,9,7,"Soybean curd, purchased from the market in Chunchon, Korea",21.58,0.77697,6,14,9.1,2,0,12,C
16108,711,9,7,"Soybean curd, purchased from the market in Chunchon, Korea",34.75,4.35045,6,14,9.1,2,0,12,C
16108,713,9,7,"Soybean curd, purchased from the market in Chunchon, Korea",56.33,,6,14,9.1,2,0,12,C
16108,710,10,1,"Soy beans, Korean, Black #1, 1994",37.9,,2,14,2.6,2,0,3,D
16108,711,10,1,"Soy beans, Korean, Black #1, 1994",31.8,,2,14,2.6,2,0,3,D
16108,713,10,1,"Soy beans, Korean, Black #1, 1994",69.7,,2,14,2.6,2,0,3,D
16108,710,10,2,"Soy beans, Korean, Kwangan, 1994",89.5,,2,14,2.6,2,0,3,D
16108,711,10,2,"Soy beans, Korean, Kwangan, 1994",69.5,,2,14,2.6,2,0,3,D
16108,713,10,2,"Soy beans, Korean, Kwangan, 1994",159,,2,14,2.6,2,0,3,D
16108,710,10,3,"Soy beans, Korean, Danbaik, 1994",92.8,,2,14,2.6,2,0,3,D
16108,711,10,3,"Soy beans, Korean, Danbaik, 1994",87,,2,14,2.6,2,0,3,D
16108,713,10,3,"Soy beans, Korean, Danbaik, 1994",179.8,,2,14,2.6,2,0,3,D
16108,710,10,4,"Soy beans, Korean, Danyop, 1994",124.2,,2,14,2.6,2,0,3,D
16108,711,10,4,"Soy beans, Korean, Danyop, 1994",107.5,,2,14,2.6,2,0,3,D
16108,713,10,4,"Soy beans, Korean, Danyop, 1994",231.7,,2,14,2.6,2,0,3,D
16108,710,10,5,"Soy beans, Korean, Manri, 1994",79.4,,2,14,2.6,2,0,3,D
16108,711,10,5,"Soy beans, Korean, Manri, 1994",88.1,,2,14,2.6,2,0,3,D
16108,713,10,5,"Soy beans, Korean, Manri, 1994",167.5,,2,14,2.6,2,0,3,D
16108,710,10,6,"Soy beans, Korean, Moohan, 1994",56.7,,2,14,2.6,2,0,3,D
16108,711,10,6,"Soy beans, Korean, Moohan, 1994",75.8,,2,14,2.6,2,0,3,D
16108,713,10,6,"Soy beans, Korean, Moohan, 1994",132.5,,2,14,2.6,2,0,3,D
16108,710,10,7,"Soy beans, Korean, Paikoon, 1994",74.2,,2,14,2.6,2,0,3,D
16108,711,10,7,"Soy beans, Korean, Paikoon, 1994",76,,2,14,2.6,2,0,3,D
16108,713,10,7,"Soy beans, Korean, Paikoon, 1994",150.2,,2,14,2.6,2,0,3,D
16108,710,10,8,"Soy beans, Korean, Bokwang, 1994",56.6,,2,14,2.6,2,0,3,D
16108,711,10,8,"Soy beans, Korean, Bokwang, 1994",54.2,,2,14,2.6,2,0,3,D
16108,713,10,8,"Soy beans, Korean, Bokwang, 1994",110.8,,2,14,2.6,2,0,3,D
16108,710,10,9,"Soy beans, Korean, Paldal, 1994",84.7,,2,14,2.6,2,0,3,D
16108,711,10,9,"Soy beans, Korean, Paldal, 1994",86.3,,2,14,2.6,2,0,3,D
16108,713,10,9,"Soy beans, Korean, Paldal, 1994",171,,2,14,2.6,2,0,3,D
16108,710,10,10,"Soy beans, Korean, Sinpaldal, 1994",67,,2,14,2.6,2,0,3,D
16108,711,10,10,"Soy beans, Korean, Sinpaldal, 1994",110.7,,2,14,2.6,2,0,3,D
16108,713,10,10,"Soy beans, Korean, Sinpaldal, 1994",177.7,,2,14,2.6,2,0,3,D
16108,710,10,11,"Soy beans, Korean, Jangyung, 1994",63,,2,14,2.6,2,0,3,D
16108,711,10,11,"Soy beans, Korean, Jangyung, 1994",72.2,,2,14,2.6,2,0,3,D
16108,713,10,11,"Soy beans, Korean, Jangyung, 1994",135.2,,2,14,2.6,2,0,3,D
16108,710,10,12,"Soy beans, Korean, Jangsu, 1994",70.4,,2,14,2.6,2,0,3,D
16108,711,10,12,"Soy beans, Korean, Jangsu, 1994",73.3,,2,14,2.6,2,0,3,D
16108,713,10,12,"Soy beans, Korean, Jangsu, 1994",143.7,,2,14,2.6,2,0,3,D
16108,710,10,13,"Soy beans, Korean, Jangyop, 1994",76.4,,2,14,2.6,2,0,3,D
16108,711,10,13,"Soy beans, Korean, Jangyop, 1994",86.1,,2,14,2.6,2,0,3,D
16108,713,10,13,"Soy beans, Korean, Jangyop, 1994",162.5,,2,14,2.6,2,0,3,D
16108,710,10,14,"Soy beans, Korean, Taekwang, 1994",64.8,,2,14,2.6,2,0,3,D
16108,711,10,14,"Soy beans, Korean, Taekwang, 1994",59.7,,2,14,2.6,2,0,3,D
16108,713,10,14,"Soy beans, Korean, Taekwang, 1994",124.5,,2,14,2.6,2,0,3,D
16108,710,10,15,"Soy beans, Korean, Pureun, 1994",97.2,,2,14,2.6,2,0,3,D
16108,711,10,15,"Soy beans, Korean, Pureun, 1994",37.7,,2,14,2.6,2,0,3,D
16108,713,10,15,"Soy beans, Korean, Pureun, 1994",134.9,,2,14,2.6,2,0,3,D
16108,710,10,16,"Soy beans, Korean, Hwaum, 1994",21,,2,14,2.6,2,0,3,D
16108,711,10,16,"Soy beans, Korean, Hwaum, 1994",24.8,,2,14,2.6,2,0,3,D
16108,713,10,16,"Soy beans, Korean, Hwaum, 1994",45.8,,2,14,2.6,2,0,3,D
16108,710,10,17,"Soy beans, Korean, Hwangkeum, 1994",39.5,,2,14,2.6,2,0,3,D
16108,711,10,17,"Soy beans, Korean, Hwangkeum, 1994",62.3,,2,14,2.6,2,0,3,D
16108,713,10,17,"Soy beans, Korean, Hwangkeum, 1994",101.8,,2,14,2.6,2,0,3,D
16108,710,10,18,"Soy beans, Korean, Sinpaldal #2, 1994",113,,2,14,2.6,2,0,3,D
16108,711,10,18,"Soy beans, Korean, Sinpaldal #2, 1994",98.5,,2,14,2.6,2,0,3,D
16108,713,10,18,"Soy beans, Korean, Sinpaldal #2, 1994",211.5,,2,14,2.6,2,0,3,D
16108,710,11,1,"Soybeans, Ground, from Columbia, Missouri, extracted at 4 degree C ",48.11,,1,17,7.25,2,0,1,C
16108,711,11,1,"Soybeans, Ground, from Columbia, Missouri, extracted at 4 degree C ",60.85,,1,17,7.25,2,0,1,C
16108,712,11,1,"Soybeans, Ground, from Columbia, Missouri, extracted at 4 degree C ",18.16,,1,17,7.25,2,0,1,C
16108,713,11,1,"Soybeans, Ground, from Columbia, Missouri, extracted at 4 degree C ",127.12,,1,17,7.25,2,0,1,C
16108,710,15,1,"Soybeans, glyphosate resistant(GR), grown in Stoneville, MS. Glyphosate applied 3 and 6 weeks after planting post emergence",169.59,,1,14,4.5,2,0,1,D
16108,711,15,1,"Soybeans, glyphosate resistant(GR), grown in Stoneville, MS. Glyphosate applied 3 and 6 weeks after planting post emergence",96.8,,1,14,4.5,2,0,1,D
16108,712,15,1,"Soybeans, glyphosate resistant(GR), grown in Stoneville, MS. Glyphosate applied 3 and 6 weeks after planting post emergence",121.69,,1,14,4.5,2,0,1,D
16108,713,15,1,"Soybeans, glyphosate resistant(GR), grown in Stoneville, MS. Glyphosate applied 3 and 6 weeks after planting post emergence",388.08,,1,14,4.5,2,0,1,D
16108,710,15,2,"Soybeans, glyphosate resistant(GR), grown in Columbia, MO. Glyphosate applied 3 and 6 weeks after planting post emergence",163.97,,1,14,4.5,2,0,1,D
16108,711,15,2,"Soybeans, glyphosate resistant(GR), grown in Columbia, MO. Glyphosate applied 3 and 6 weeks after planting post emergence",112.69,,1,14,4.5,2,0,1,D
16108,712,15,2,"Soybeans, glyphosate resistant(GR), grown in Columbia, MO. Glyphosate applied 3 and 6 weeks after planting post emergence",100.23,,1,14,4.5,2,0,1,D
16108,713,15,2,"Soybeans, glyphosate resistant(GR), grown in Columbia, MO. Glyphosate applied 3 and 6 weeks after planting post emergence",376.88,,1,14,4.5,2,0,1,D
16108,710,18,2,"Soy bean meal, Hardin, 1980, ave of different locations",20.74,,5,17,3.5,2,0,10,C
16108,711,18,2,"Soy bean meal, Hardin, 1980, ave of different locations",43.75,,5,17,3.5,2,0,10,C
16108,712,18,2,"Soy bean meal, Hardin, 1980, ave of different locations",7.44,,5,17,3.5,2,0,10,C
16108,713,18,2,"Soy bean meal, Hardin, 1980, ave of different locations",71.93,,5,17,3.5,2,0,10,C
16108,710,18,3,"Soy bean meal, Clark var., 1975",48.337,,1,17,3.5,2,0,1,D
16108,711,18,3,"Soy bean meal, Clark var., 1975",96.45,,1,17,3.5,2,0,1,D
16108,712,18,3,"Soy bean meal, Clark var., 1975",15.672,,1,17,3.5,2,0,1,D
16108,713,18,3,"Soy bean meal, Clark var., 1975",160.459,,1,17,3.5,2,0,1,D
16108,710,18,6,"Soy beans, Amcor ,1980",24.49,,1,17,3.5,2,0,1,D
16108,711,18,6,"Soy beans, Amcor ,1980",62.687,,1,17,3.5,2,0,1,D
16108,712,18,6,"Soy beans, Amcor ,1980",7.604,,1,17,3.5,2,0,1,D
16108,713,18,6,"Soy beans, Amcor ,1980",94.781,,1,17,3.5,2,0,1,D
16108,710,18,7,"Soy beans, Sprite, 1980",54.305,,1,17,3.5,2,0,1,D
16108,711,18,7,"Soy beans, Sprite, 1980",129.012,,1,17,3.5,2,0,1,D
16108,712,18,7,"Soy beans, Sprite, 1980",12.679,,1,17,3.5,2,0,1,D
16108,713,18,7,"Soy beans, Sprite, 1980",195.996,,1,17,3.5,2,0,1,D
16108,710,18,8,"Soy beans, Century, 1980",54.837,,1,17,3.5,2,0,1,D
16108,711,18,8,"Soy beans, Century, 1980",92.412,,1,17,3.5,2,0,1,D
16108,712,18,8,"Soy beans, Century, 1980",11.815,,1,17,3.5,2,0,1,D
16108,713,18,8,"Soy beans, Century, 1980",159.064,,1,17,3.5,2,0,1,D
16108,710,18,9,"Soy beans, Corsoy-79, 1980, ave of different locations",31.9,,4,17,3.5,2,0,8,C
16108,711,18,9,"Soy beans, Corsoy-79, 1980, ave of different locations",56.6,,4,17,3.5,2,0,8,C
16108,712,18,9,"Soy beans, Corsoy-79, 1980, ave of different locations",9.1,,4,17,3.5,2,0,8,C
16108,713,18,9,"Soy beans, Corsoy-79, 1980, ave of different locations",97.6,,4,17,3.5,2,0,8,C
16108,710,18,10,"Soy beans, Clark, 1976",76.756,,1,17,3.5,2,0,1,D
16108,711,18,10,"Soy beans, Clark, 1976",132.4,,1,17,3.5,2,0,1,D
16108,712,18,10,"Soy beans, Clark, 1976",17.718,,1,17,3.5,2,0,1,D
16108,713,18,10,"Soy beans, Clark, 1976",226.874,,1,17,3.5,2,0,1,D
16108,710,18,11,"soy beans, Clark, 1978",61.364,,1,17,3.5,2,0,1,D
16108,711,18,11,"soy beans, Clark, 1978",98.575,,1,17,3.5,2,0,1,D
16108,712,18,11,"soy beans, Clark, 1978",18.138,,1,17,3.5,2,0,1,D
