NDB_No	Nutr_No	Isfl_Val (mg Per 100g)	SD	n	Min	Max	CC	DataSrc_ID
99572	711	6.069876543	2.192591751	162	0.4	16.8	B	3,7,9,11,13,17,22,23,25,31,34,38,42,45,54,55,61,63,66,74,79,81,89,90,94,97,99
99572	712	0.931047726	0.466988322	73	0	3.57	B	3,7,11,22,42,66,74,79,81,89,90,94,99
99572	713	10.73110711	3.985213531	156	1.1	31.03	B	3,7,9,11,13,17,22,23,31,34,38,42,45,54,55,61,63,66,74,79,81,89,90,94,97,99
99573	710	0.75	0	3	0.75	0.75	B	66
99573	711	2.7	3.14E-16	3	2.7	2.7	B	66
99573	712	0.3	0	3	0.3	0.3	B	66
99573	713	3.75	0	3	3.75	3.75	B	66
99574	710	39.87684211	16.98083973	57	7.3	112	B	34,42,73
99574	711	65.64421053	19.35287745	57	26.4	175	B	34,42,73
99574	712	17.12294118	4.102699484	51	7.29	42.4	B	42,73
99574	713	120.8415789	34.11949622	57	50.8	305.8	B	34,42,73
99575	710	45.44187	10.54332133	44	2.64	69.69	B	2,44,45,50,64,78,99
99575	711	39.77596591	14.46263775	44	9.7	109.8625	B	2,44,45,50,64,78,99
99575	712	22.3725	8.19165349	32	0	50.58	A	2,44,99
99575	713	103.5619716	18.70882314	43	45.38	161.22478	A	2,44,45,50,64,99
99576	710	61.32662045	21.48169421	399	9.883	191.43	B	4,6,8,11,15,18,21,22,24,26,31,32,47,53,57,60,73,74,88,94,95,96,97,98,100
99576	711	86.32604135	20.30236209	399	19.79	180.19	B	4,6,8,11,15,18,21,22,24,26,31,32,47,53,57,60,73,74,88,94,95,96,97,98,100
99576	712	13.33328084	8.892325115	381	1.16	121.69	B	4,6,11,15,18,22,26,32,47,53,60,73,74,94,95,96,98,100
99576	713	159.9757696	43.57941263	399	18.08	388.08	B	4,6,8,11,15,18,21,22,24,26,31,32,47,53,57,60,73,74,88,94,95,96,97,98,100
99576	714	0		3	0	0	B	24
99576	715	0	0	5	0	0	B	24,97
99576	716	0	0	5	0	0	B	24,97
16144	710	0		1			C	76b
16144	711	0		1			C	76b
16144	712	0		1			C	76b
1124	710	0		1			C	76a
1124	711	0		1			C	76a
1124	712	0		1			C	76a
1125	710	0.02		1			C	76a
1125	711	0.01		1			C	76a
1125	712	0		1			C	76a
1123	712	0		1			C	76a
